is_offensive,text
0,"em cũng không biết nứa -_-"
0,"Tuy rằng anh nói rất Thuyết phục nhưng em vẫn phải mua ✌"
0,"dep trai quá"
0,"Phim hồi hộp, gay cấn, nói chung là cung đáng đồng tiền bát gạo😁"
0,"Nhìn nhà tiên TD Oaỉ quá....?"
0,"Cô my cho ăn chai sting vô đầu nha thầy"
0,"Toàn chửi ông bà vô tội"
0,"Về đâu mái tóc chị Trang thương :(("
0,"ủa, có gì lạ hả :))"
0,"Nhìn cánh tay là biết đàn ông rồi"
0,"Trúc Ngân đứng view nha, lượt like còn nhiều hơn lượt xem. 25p đã đc 1tr rồi"
0,"Like đầu 🤣"
0,"chị có râu haha"
0,"ngủ làm sao đc khi bh là csgo time chứ :))"
0,"Trần Nhật Hoài nhai lại nhiều thì nó quen ông ạ"
0,"Haiz"
0,"Về nhà trông con đi còn đam mê làm ca sí nữa à anh ưiiii"
0,"Sang Nguyen vậy mày xen vô chi vậy"
0,"."
0,"Nguyễn Kim Chi lây cho khỉ rồi sao. 🤣"
0,"Đây"
0,"cảm ơn vì spoil nhá"
0,"Nguyen anh hùng . Đay minh an sam ban nhé .nếu con so chắc mình ko cmt ở đay đau 😭"
0,"Phương Vy da"
0,"1 đống chiws ít gì"
0,"Duy Khánh nhìn chán đời vl =))"
0,"Nghe pepsi nhưng lại rất coca :)))"
0,"Mới ngày nào chị chị em em sao giờ chửi rồi"
0,"Ở một diễn biến khác"
0,"Ng Văn Hải giống vkl =)))"
0,"Unlike page"
0,"Chi Minh Hieu noi chuyen vui qua, rat chan that ...... Yeu Chi nhieu lam.... Love you 100000000000"
0,"Vũ Hạnh Dương cô mình hơi nóng hia hiaaaa😂"
0,"má hôm qua tưởng anh Tiệp đi đôi dép này chứ"
0,"Thời nào biết thời đó cô ơi giàu bao nhiêu  mà dữ v"
0,"Chán"
0,"Anh Sẽ Đến 100 củ to quá"
0,"BaVi :))"
0,"Phạm Nguyễn Cát Vy ai biết ."
0,"Nguyễn kim chuẩn bị được buff cực mạnh rồi Nam Nguyen"
0,"😆😆😆😆"
0,"Lê Hoàng Trọng xin video"
0,"Thích quá nhờ, vợ tương lai đâu rồi 😂"
0,"Em có hộp rượu Táo Mèo Muốn gửi abe sài năm học mới ạ !"
0,"Chị Trang nhìn dễ thương thực sự 😆😆😆"
0,"Hợp lý quá ah êu😑"
0,"Hay quá chị ơi"
0,"Cảm ơn chị vui vẻ"
0,"Zơ tay phát biểu ý kiến ạ"
0,"Thầy k live à thầy"
0,"Chị chử là để cứu nhân độ thế nha mấy đứa"
0,"Nên chụp ảnh lại cho cả nước biết lần sau còn ai dám trốn?"
0,"tốt, cứ giá cao đi -_- chứ bh nông dân cũng mua đc xe thì k biết đường nó còn ra cái gì"
0,"Chơi tí đồ ăn mừng"
0,"Y thức như vậy cũng làm đc HĐQT cơ"
0,"Đương nhiên tại vì nó là nc phát triển, những mầm bệnh của thuốc nó có thể chữa đc triệt để, và gần như mầm bệnh này ở môi trường sạch như nc nó gần như là ko tồn tại nên nó có thể sử dụng những loại vắcxin khác ko cần có độc tính mạnh như quinvaxem cò"
0,"Đúng một quả ảnh hợp lí"
0,"Thiếu bóng dáng cô Đẩu."
0,"có bạn ưi :))"
0,"Còn yêu ai nấy cũng về. 😊"
0,"Nhi Băng haha"
0,"Trần Thanh Hà ở idol của cháu gái t nữa"
0,"Ông thầy số hưởng và..."
0,"Nay mới hết kì 1 mà năm học mới gì v cha ba rọi béo"
0,"Không phải cứ mập là đẹp nhưng có người phải mập sẽ đẹp"
0,"Tien Loc Truong"
0,"29:40 con kì thị lgbt"
0,"E muốn gặp c e phải làm sao ạ"
0,"Tác hại của mà tuý thật khôn lường"
0,"Di Jenny"
0,"Trung Trần m lấy à =))"
0,"Linh Chó biệt danh linh cau"
0,"Cực kì thuyết phục 🤗"
0,"Thắng m k về sớm thì ở ngoài đó luôn đi 😐"
0,"Chụp cái màn hình thua game =]"
0,"chị của t dễ thương quá"
0,"Nghe có vẻ vô lí nhưng rất thuyết phục"
0,"Nguyễn Thanh Cẩm lỗ xoài rộng nhỉ"
0,"Chán thầy"
0,"Trung ben10"
0,"Ô này xin làm lảnh đạo chỉ nhận thù lao $1/1 năm(đở tốn lắm đó nhe."
0,"Shop pe xin hân hạnh tài trợ chương trình này"
0,"Quận gò vấp tỉnh gia định. 🤣 Có gì đó sai sai"
0,"trước theo dõi thấy  mày  đưa tin cũng rất hay cũng công tâm lắm. nhưng dần thì tao k thấy điều đó. cũng k dám khẳng định hay k  khi mày đã tạo đc uy tín và nhận tiền của một tổ chức nào đó. nhưng điều tao đã thấy k còn. vụ này thằng kia sai thật"
0,"Chúng mài không hiểu ý anh Chung, xin phép ở đây là phải đến tận nhà anh, mang cái bao thơ dầy dầy chút, lãnh đạo nói là phải hiểu chứ 😂"
0,"MC Phan Trung :))"
0,"Mua vo ao tung chao"
0,"Uầy đc a ưiii🤩"
0,"Nghiêm Văn Tú j rẻ vậy thím"
0,"Cái giá của 1 tỷ Nhân Dân Tệ của nó !!!"
0,"Bài này ko nghe rõ được chữ nghe ko hay như những bài trước (ý kiến cá nhân) nha"
0,"ôi, bức ảnh sao quen quá ><"
0,"NHUNG ƠI LÀ NHUNG :))"
0,"Viwe cao là do Bh các e học sinh đang đc ngỷ 😅 còn về nhạc và lời thì k muốn nhắc tới 😌"
0,"Có sổ hộ nghèo nên được miễn giảm lỗi chính tả nhé!"
0,"Tien Thinh lại cmt thể hiện à ?"
0,"Nghe chuyện chồng chị mà thấy thương 2 mẹ con vợ của anh chồng. Ổng lấy vợ sanh con cho tròn chữ hiếu với gđ rồi lại bỏ theo chị. Mong là c sẽ giúp đỡ 2 mẹ con kia và cũng chúc ac hp."
0,"Thảo Nguyễn =))))))"
0,".nhìn bát mỳ em sót cho anh quá :(((("
0,"cái gì thế :))"
0,"Giá như lúc này t đc về nhà và ăn bữa cơm vs bame"
0,"Trần Nhựt Linh nè"
0,"Nguyễn Mỹ Duyên cánh hoa may mắn:))"
0,"Em rất hài lòng với cuộc sống mình đang có, nhưng em không hài lòng với việc trông không đến nỗi nào mà đéo có nỗi anh ny 🙂"
0,"Vừa dùng vừa sạc lại toang"
0,"thấy thương những anh em hải ngoại , và thương luôn nhà ông trần dần , thấy tội quá"
0,"Nếu là dòng chính hãng của các thương hiệu như Dior, Chanel thì thông thường có in sx tại Pháp hay Mỹ này kia.... Chứ dòng Sing cũng có thể là hàng Fake 1 đó nha kaka 😌"
0,"Tiếc dziên hơi nhiều nha bác"
0,"Tui muốn đi đúng làn lắm"
0,"Em rất thích chi"
0,"<3"
0,"Nguyễn Hoạt bác giỏi thật"
0,"d4ng' y3u^ gk3^ :)))"
0,"Làm video chưa bạn"
0,"yê yê spider fucking man đtrai vl a độ ơi :*"
0,"Ghê"
0,"Nhưng ở VN nó có nghĩa hoàn toàn khác."
0,"Lạy mấy ông :((( sáng sớm mới thức coi từ tối qua giờ còn ám ảnh đ'dám đi đánh răng luôn"
0,"Đập đầu nó đi cô"
0,"Cực kì thuyết phục thầy ơi"
0,"Nc lào ko phải nc ta"
0,"Mặc dù chưa cảm được nhạc nhưng vẫn cày view"
0,"Trần Thư từ hồi diễn ở đâu đấy ko có beat , gẩy mãi có dc đâu :))"
0,"Cô Minh Hiếu đúng kiểu Miền Tây Chất Phát. Nghĩ gì nói đó chân thật đến đáng yêu. Mãi yêuu cô LISA Minh hiếu"
0,"có shipcode không chế :v"
0,"Hay!"
0,"nhớ ngay xưa vụ gján đjệp mỹ dẫn đến sự sup đổ của ljên xô!"
0,"Không chịu tìm hiểu đọc Luật để biết nội dung thế nào. Chỉ cần thấy tin là chửi. Chỉ cho thấy sự nghèo nàn về kiến thức, dốt nát về ngôn từ."
0,"Cố lên Thầy ơi"
0,"Ủa, là không đc chu0j hay sao ạ :3"
0,"Phuonng Annh Ý là nói tình hình đn vậy thôi hà chứ gì đâu 😂😂"
0,"Trung Now never dieeeeeeeeee"
0,"Nguyễn Trung Hưng Bác mua được chỉ e chỗ với nhé"
0,"Về lẹ xóa kênh thầy ơii"
0,"-.-"
0,"Mình bỏ liên quân mà các táo lại chơi 😞"
0,"Chúng tôi đã đi trước các bn hàng chục năm về cái này rùi"
0,"@Em Gái Có Cu cái đó hàng chi ân hoặc công ty"
0,"Nick j ấy nhỉ?"
0,"Ứng tuyển ở đâu nhỉ"
0,"Sống chậm thui các bro =))"
0,"Hợp níiii"
0,"Ai đi ngang qua vào wall em like avt mới dùm em ạ. Em cảm ơn nhiều 😢🙆‍♀️"
0,"Kkk xem clip cuoi nhieu ne minh hieu oi hay qua hieu nay dep qua  .cuoi muon dau bubg minh hieu noi chui nghe da lo tai luon"
0,"Yêu cô tui kkk"
0,"Ta thấy mùi vàng nên cô đẹp đó mà cô vẫn là idol của con"
0,"Nạp tiền lần cuối rồi mà a tôi :))"
0,"Hai em đẹp quá"
0,"Nguyễn Phước Đạt năm đi học 12"
0,"Tính tiền"
0,"dừng luôn cũng được"
0,"Mệt mỏi lắm nhưng biết làm sao thoát ra khỏi nó luôn á 😞"
0,"Ủa rùi nào mới chịu hết vậy"
0,"Yess"
0,"Ko liên quan lắm 🤣🤣"
0,"đây bạn :)))"
0,"Chưa thấy giáo án 24h ngoài đường mô nha thầy.-."
0,"Trường Tiến Nó biết rút kinh nghiệm từ “ Nhung 17 “ rồi"
0,"thật sự nhiều lúc tôi cũng muốn ns một câu thật lòng với cô gái đó là a cần e Đợi . bởi thật sự thời gian này tuổi trẻ này của a nên lỗ lực để tìm kiếm sự thành công hơn là mãi mê vội vàng yêu một cô gái mà k thể mang lại cho cô gái đó một gia đình hạnh phúc"
0,"Bình dị trong mắt của một đứa trẻ con , là sự dối trá của trưởng thành . Đừng cố gắng sống bình dị , mà hãy làm cuộc sống này trở nên bình dị !!!! Thái cực nào cũng có sự cân bằng . Đơn giản đó là cuộc sống ."
0,"Bữa nay mới thấy Trần dần nói chuẩn"
0,"Em nghĩ là mùa sau nên đẩy line-up này vào ạ =)))))))))))))"
0,"iu thầy dấu bé ba :)"
0,"Nhìn cứ như 2 pha!"
0,"Háo thắng ham vui câu nói dành cho abe"
0,"Cũng may là liên tục phát hiện được các trường hợp dương tính đều chung chuyến bay vs Nhung"
0,"Bả nói chuyện cười chết phải nói là có khiếu"
0,"Đừng chửi minh hiếu ok"
0,"Trang H Le Trang Le Ngọc Loan Tâm Trần nhớ nha :))))"
0,"Anh có thể đi những đâu? Nhưng đã về Việt Nam thì anh phải chấp hành lệnh. Cãi thì mời a về nơi mới nhập cảnh và miễn thị thực anh về Việt Nam khi chưa hết dịch! Xong"
0,"Phạm Hồng Minh anh chỉ có giấy hộ nghèo thôi có cần phải xuất trình ko"
0,"Bây giờ tôi mới vay 250T, trước là đồng chí khác vay tôi ko biết :)"
0,"Đẹp quá anh chị mình ơi =)))"
0,"Kien Ne dự án tốt thật =)))"
0,"xịt lốp oto khác vs xịt lốp xe máy. tiền phạt oto khác vs xe máy"
0,"ny tùng sói nhaa ❤️"
0,"Cô duyên ghê. Yêu cô ❤️"
0,"Có cả trăm ca nhiễm và mỗi trận cả chục nghìn người vào sân chả ảnh hưởng bảo nào :))"
0,"Chửi đi Em chị Đặng ky chửi linh loc cho chị"
0,"Mặc vest ngầu dã man"
0,"Thanh Tú quả mũ tôm trông yêu vl =)))))))"
0,"đẹp thiệt"
0,"Hèn gì ai cũng cố gắng bán nhà bán đất bán ruộng bán trâu để cho con em vào làm nhà nước"
0,"này thì nhây :v"
0,"Tuan Do Khac Lom khom nhìn tội vl =))"
0,"Ngủ trên li quăng mà lăn qua lăn lại =))"
0,"@Hoàng Phúc Lê bik đâu bạn chưa gặp nên chưa bik"
0,"M nghĩ bả cần một thằng bóng kín."
0,"Trương Đình Thi lúc đầu chưa chơi đã bị sp chửi ? Xong feed dần thế là feed luôn"
0,"Có lột cả va li ra như thế kia k"
0,"Ty Pé bé dâu bắt trend lẹ ghê 🤣🤣"
0,"👎👎"
0,"Anh Trung trộm vé số"
0,"Hai bên chửi nhau là công bằng thôi! Anh ko chửi tôi thì tôi chửi anh làm gì! (Lời cụ Tổ của Tiên tri vũ trụ)!😀"
0,"Cô rô la nó thích món khoái khẩu này lắm !!"
0,"Chân dung Chủ tịch hội đồng quản trị MixiGroup"
0,"Ngủ ngoài đường anh ơi"
0,"Cho mình hỏi nút vàng đc làm bằng chất liệu j z"
0,"Ủa tứ quý có chặt đôi heo đc đâu, lộ tứ quý rồi nhaaa hahhahaha t cho m thúi Trần Thị Linh Ánh Bui Thi My Ngoc Thanh Hà Thanh Thảo Thùy Trang Lê Thị Oanh Hoàng Linhc"
0,"okee a ưii"
0,"hay vậy ai hay lại thầy"
0,"Quâ chuâne"
0,"Nóng như thế này cho ông già đi du lịch vòng quanh tủ lạnh là hợp lý nhất sói said"
0,"chưa bị rạch va li là còn may :v"
0,"Chim ưng vãi nhái ❤️"
0,"gửi đến cô gái nào đó tên nhung"
0,"Chúc mừng ngày nhà giáo muộn anh Ba"
0,"Đệt 2 năm r đã bốc mộ r"
0,"@Văn Nguyễn ."
0,"giống thực xự"
0,"Do mẹ nữa nhaaaa các cô chú"
0,"????"
0,"Trà ơ t vẫn chúc sinh nhật m thế đéo nào nhỉ"
0,"Về vn chửa free. Chính phủ lo từ a---z ở nước ngoài chửa bằng niềm tin ak.. mà chả có con mà nào ở nước ngoài chửa free cho dân nước khác đâu"
0,"B52"
0,"Rừng said :Cho còn đéo ăn được :)))"
0,"Làm ngày đc nhiêu tiền Ad...ahihi"
0,"ok anh ơi:)"
0,"Thầy lol chúc chỉ có rớt"
0,"T bán sáp gôm vs dầu gội nhé :))"
0,"Chừng 1 xe hốt rác là xong hết 😂"
0,"Ko biết mình nhầm ko nhưng tòa nhà kia là keangnam ở phạm hùng cầu giấy, ảnh này hack r"
0,"Bà này nói có phân k đúng lắm"
0,"Chị ba mặc có phúc hậu bởi vậy mới giàu cảm phục chị ba"
0,"Trần Công Minh đúng sao phải chịu 😃"
0,"Con ở cai lậy nè cô ơi"
0,"Idol giữ gìn sức khỏe cẩn thận nhé không ai tấu hài cho em coi"
0,"Ngọc Hào la sao ong"
0,"Sức nhịn cười , độ đểu của Vũ Hoàng Lân  cao thật  ."
0,"Triệu Thành Long tao bị trừ thôi chứ k có bù"
0,"Khai giảng cuối thời hsinh mầm non✌🏻"
0,"Anh bom đâu nhở không cà khịa nữa à :))"
0,"Chỉ là mặt anh pv tự va vào đấm thôi 😏"
0,"Tăng tiền dịch vụ tăng hạn chế bớt cò , cong băng hơn xứng đáng khám dịch vụ . Rẻ mà đi khám như đi ăn xin thì đ ăn thua"
0,"Thế rốt cuộc chúng nó có thanh toán đủ cho em ko ?? A cũng ở Nhật đây. Vùng aoya - tottori"
0,"Em sẽ chờ súprai kênh mới của thầy... Yêu thầy :((((((("
0,"Thầy ơi giáo án mới 0177 của con nè :)"
0,"Đẹp gái dữ ạ. Đừng nói tục nha."
0,"Cực kì thuyết phục🤣🤣"
0,"I LOVE YOU refund😆"
0,"Tác hại của việc nói triết lí quá nhiều đấy anh em ạ =))"
0,"Say oh yeah ?"
0,"Cm thời gian rồi sẽ chữa lành tất cả"
0,"Cứ ngỡ là Black widow :))"
0,"Khúc Thị Hương die chứ sao :)))"
0,"cho nhism xem mới là đau này"
0,"Cô ơi mắc cười quá 😂😂😂😂"
0,"Trung cũng có xe nè Mn. Anh Tiệp tuổi gì."
0,"Mua sịp cute mặc chưa mấy ae meiii 😝😝"
0,"Chủ quán bánh mì tấu hài cực mạnh"
0,"Chi vui qua cjo em sin zalo chi di"
0,"Đặng Tiến Hoàng sếpp"
0,"Ai hợp tác tương lai làm đứa ko ??"
0,"Nguyễn Cường dân trí nó cao quá nên nó coi thường bệnh đấy =)) xong lúc bay màu nửa dân số mới há mồm ra"
0,"Đau vc :(( nhưng vẫn thả haha :))"
0,"nếu cx xachlozmachay như này thì hơi căng =((("
0,":))) chiều về ngủ ngoài đường nha thầy"
0,"Hieu Trung ưng vcc mà"
0,"Thầy làm gì cũng được đừng ra MV hát là được nha thầy. Nói chứ dm mãi yêu thầy"
0,"quá hay chế ơi"
0,"hôm nay GAM Thua nữa thì lập kênh Thầy Giáo LMHT Tốc Chiến và Thầy Giáo Thẻ Bài nha"
0,"học đi, mốt có gộp thành 1 cũng ko bỡ ngỡ =))"
0,"Thế theo bạn ad nói như vậy đúng hay sai?"
0,"đọc đâu cũng thấy lầm than :))))"
0,"Văn Thủy đây xem cái này đi nghe ổn đấy đổi cảm giác lạ😂😂"
0,"Meta mới, susan đi bot =)))"
0,"Đã gọi nó là cá lóc rui thi mỏ cá lóc nó làm sao đẹp được"
0,"Uyên Thu tag chị mình vào này"
0,"Ng ta có ngu ngơ ng ta mới đi hỏi. Chứ nó khôn như ông admin hỏi làm đéo gì cho nó mang tiếng. Thánh chửi thành thánh soi. Cũng móc từ tokyo baito mà ra. Ở sâu xa ng vn vẫn thích coi móc ng vn. Nói đi cũng phải nói lại . Đứa thì có chút lòng tham. Đứa"
0,"Ma ba vang ngoc noi chuyen de thuong va hay qua"
0,"Tieu Long Nu đợi có trường nào bùng lên thì cách li cả huyện luôn chứ bây giờ chưa đâu"
0,"Ôi ! Câu chuyện thật hay , ông ấy trả lại là đúng , là một con người tốt không tham lam những gì không phải của mình . Dù nghèo , dù khốn khó nhưng vẫn giữ được trong sạch đó là phẩm chất đáng quí , đáng nễ . Ông ấy sẻ gặp được người tốt giúp đỡ thôi ."
0,"Lê Hữu Đức xin video"
0,"nó là IQ đến từ cao bằng đấy"
0,"Thảo Đào Văn idol em nói chí phải 😂😂"
0,"Ủa ngộ nói hồi xưa nhà nghèo ko có tiền, vậy lấy đâu ra 100 cây vàng mà mẹ chết để lại. hết sức mâu thuẫn ?????"
0,"Chi ba dep qua"
0,"Hồ Tuấn KiệtKiệt xóa r ông ơi :))"
0,"ISIS"
0,"Gội đầu bằng Clear rồi như thầy nè"
0,"Chúc các anh các chị không phải đi bụi nhé ,hihi,sang năm em mới thi"
0,"Tuy 2 ma 1 no do"
0,"Đang họp và sẽ rút kinh nghiệm sâu sắc"
0,"Duy Trần xin video"
0,"Dễ thương quá ❤️❤️"
0,"Nhạc hay tộc trưởng êi"
0,"Nói chung được cái tấu hài với gáy khét thôi"
0,"Cụ Tám Dần sao đợt này râu tóc bạc trắng thế kia. ???"
0,"🤣 Nạp năng lượng."
0,"Bước đường cùng của nguyễn công hoan"
0,"Cố tỏ ra là mình ổn nhưng sâu bên trong nước mắt là biển rộng :'("
0,"Kiếm bạn nữ hợp tác mà chưa thấy mụ nào xuất hiện 🙂"
0,"Chắc ko hài"
0,"Văn Qúy xin video bạn ơi"
0,"anh tiôi😊"
0,"làm vlog chạy grab kiếm tiền anh"
0,"Nguyễn Hiền mệt á🤪"
0,"Sao mà cô chân thành, dễ thương. Đúng chất người miền Tây luôn. Tự hào thế giới thứ 3 có người như cô, tự hào dân miền Tây. Thương cô❤️ mãi khoẻ mạnh và chất phác như v nha cô"
0,"Rất mong đến ngày ấy. .."
0,"Hiếu Bến Tre thế tụi haha có đạo đức tốt ko :) còn có thằng còn tự thả haha vào cả cmt của mình :)"
0,"Ngô Phước Minh mặt thầy tựa tựa Binz sao sao ấy có nào như tao không?"
0,"Chẳng làm gì cũng bị hiểu lầm😖"
0,"Trc là trận lượt đi đây là trận lượt về"
0,"Đúng nghĩa  Bóp Dái Cả Team Thầy đánh ntn Lủng hết rồi."
0,"Ai đây không phải thầy của tui :))"
0,"Nguyễn Thành Nhân tụi nó nhiều người bị mà không thèm xét nghiệm ! Con số thực tế của Anh cao gấp nhiều lần con số công bố ! Gần chục cả mắc mới ở VN toàn người Anh"
0,"hay a ưiiiii"
0,"Haizzz Nhung thì đáng trách thật nhưng tình hình như này thì Việt Nam vẫn có thể tiếp nhận thêm bệnh nhân từ nước ngoài về (("
0,"Ai biết dì đâu..."
0,"Đào ĐứcAnh"
0,"Dạ kính thưa chị 3,thật sự giàu kg ai dám khoe của nha,, và có cái tâm thì trời, Phật biết và người hưởng phước đó là gđ và con em của chị 3 hưởng, kg ai hưởng đâu, đừng đem lên đây nói,  giờ mấy em nhỏ nhỏ còn biết làm từ thiện, vậy chị 3 bao nhiêu tuổi rồi mà còn nói chuyện sân si quá."
0,"Đình Quang Không hề"
0,"* Lưu ý, tên nhân vật đã được thay đổi Biểu tượng cảm xúc pacman"
0,"Cười nhiều vào nhé anh em"
0,"Căng Đét"
0,"Em có làn da đẹp quá.. Em dùng kem gì mà đẹp dử thần vậy em"
0,"Tự hào về VN mà cũng thương bác"
0,"Hay quá.mắc cười xỉu"
0,"NGON quá! 😋😋😋"
0,"thảo mai =))))))"
0,"Nó đây các bác ạ"
0,"Hong Phuc cs tật giật mik à"
0,"Bi thuốc lào quê mà làm a tôi ra nông nỗi này :))"
0,"Thấy Việt Nam lm r bắt trước."
0,"Video phản cảm quá"
0,"Hưng Ngô ò nghe kieu j í sep"
0,"Neu chien tranh say ra..yeu cau bac TRAN DAN dung vo cong THAN QUYEN ..troi TAP CAN BINH  dem ve trao cho BAC NGUYEN PHU TRONG..."
0,"Cô zô nét nhà t mà :v"
0,"Nói rất đúng.... nhưng mỗi người có một số phận...con quan thì lại làm quan...con sải ở chùa vẫn quét lá đa thôi bạn... ai cũng muốn cầu tiến chứ không ai muốn dậm chân tại chỗ đâu...hiii"
0,"bên ngoài hiền lành ngoan ngoãn bên trong đầy tiền :))))"
0,"Khi nội dung đã bị a Nhím MVP dân chơi tiết lộ"
0,"Hi vọng chị kế toán ở bên đó..Vẫn luôn khỏe và luôn vui"
0,"chuẩn mẹ lun!"
0,"Do người ta thay lòng chứ khoảng cách có tội gì?"
0,"Khá thú dị"
0,"Ông Ngô kỷ mấy hôm nay ko thấy vậy a Lân?"
0,"Chạy đi rồi trượt 1 xải dài"
0,"Vy Trần đú trend sớm"
0,"cô 3 nói chuyện co thiệt nha moi người"
0,"Tjt Moon Phùng Tinh Văn nhớ quên chuyện cười khi chúng ta nói chuyện nha"
0,"Trúc Ngân bị đứng view à?"
0,"thôi đi ông tướng ah 🙂"
0,"bảo hiểm corona này"
0,"Anh tưởng anh khôn hơn ai :D"
0,"T nghe dẫn ctrinh mà tao tức"
0,"Con này nếu mà ăn đu đủ thì nó phải ăn chiều ngang mới vừa mồm"
0,"Cơ mà có vẻ sỉ nhục con cá vàng quá ad :3"
0,"Ko đủ dũng cảm nói thì phải chấp nhận nó thuộc về người khác..."
0,"Wwhat"
0,"Em nhìn chỉ biết anh già và a chủ mười mấy cửa hàng bánh mì trong sài gòn thôi"
0,"Trời oi"
0,"Còn âm ý chứ 0,01 đã tốt 😂😂"
0,"Nói có ai chịu nghe đâu, có khi mình nói còn có người trả lời là, chết là chết àh sợ gì, điếc rồi lấy gì sợ súng, chưa thấy quan tài chưa đổ lệ."
0,"Đùa chuẩn Trịnh Đình Quang luôn 😂 ra thêm hit mới đi a ơi"
0,"Bổ ích vl"
0,"Khẩu trang này đeo đi"
0,"tui nhớ từ nhỏ chúng ta đã học môn đạo đức r mà"
0,"Cú lao ngoạn ngục đến từ tùng soi"
0,"Tu Tuan yêu ba lắm, ba mỹ <3"
0,"Zalo"
0,"Diệp Đình Huy rất thuyết phục"
0,"Thể hiện rõ là con ng có chí hướng"
0,"Út Tuyền :))) uh, đang snghi nghỉ qua t4 nè"
0,"Thêm con ảnh cute hột mẹ nữa cho hợp lí :3"
0,"Đồng Nhung chơi với chị Nhung 17 có ai nghèo đâu bạn :>"
0,"Quả donate đi vào huyền thoại =))"
0,"382784127"
0,"hà nội mến yêu của ta thủ đô mến yêu của ta... mn cố lên."
0,"Nghe ko hợp lí nhưng thuyết phục anh ơi :))"
0,"Nghe vẻ vô sinh nhưng lại có thai :))"
0,"Đúng chất miền tây , dễ thương , chân thật , mong cô được hạnh phúc"
0,"Gội đầu bằng Clear rồi như thầy nè"
0,"2 người vui biết bao nhiêu:))))"
0,"Thắng Củi Nhật Linh Laydy hay ta về trung thu này múa lân lại như xưa hĩ:)) tuổi thơ"
0,"Tuyệt vời!"
0,"Em tới đây khoe huy hiệu anh ơi :)))"
0,"Dạ 39 rồi nhé các cha mạ"
0,"Xin lỗi chịu hết nỗi : ))"
0,"và sau này sẽ có có 1 bộ phim siêu trộm của vn"
0,"Yêu thế, tình vcl :3"
0,"Nhìn  chú trấn dần giống bị nhiễm lắm, không biết có phải không? Nhìn hài thật"
0,"Mn review gì đó như kiểu phim hay qtqd, các kiểu đi để mình còn hi vọng 🤔"
0,"Chắc NN ghiền truyện tam quốc quá mà :))))"
0,"Già mà non =((("
0,"Cho xem đi"
0,"Hiện tại đã có 700.000 quân rải khắp Việt Nam! Rồi"
0,"Ông già cứ đưa mình ra kiếm tiền"
0,"Mạng nhà t lúc này"
0,"Đề nghị các bạn sống chậm lại xíu😂"
0,"Ủa sao gỡ v ad"
0,"Đi đám cưới được không ?"
0,"Nguyen Xuan Thanh hít keo chó là ngáo keo chó chứ😂"
0,"Sad"
0,"nhà bao việc, yêu đương chi nặng đầu"
0,"thich chi va"
0,"Chug' nó định ăn mjk đây"
0,"Đôi lúc vì nỗi buồn chỉ đơn giản bắt nguồn từ việc chẳng có gì để vui 🙂"
0,":v ?"
0,"ong do chuan bi co dua thu 2 roi"
0,"Hoàng tử khói"
0,"Yêu thầy dấu bé ba :))"
0,"Téo tèo teo, chúc mừng bạn quay vào ô mất lượt 😂😂😂"
0,"Nhìn ảnh này đẹp trai lạ lùng"
0,"đọc thấy mệt mệt nha :)))"
0,"Nas: VN là một trong những quốc gia hạnh phúc nhất trên TG"
0,"Quang Khải hí"
0,"Xem bực mình thêm"
0,"Hoàng Thu Trang"
0,"Là xui rồi đấy chứ kkk"
0,"My Hi Hi phải ko dị"
0,"Chưa nghe bản gốc, xem xong muốn nín thở lun"
0,"Hoàng VânAnh yep yep 😂😂😂"
0,"i love you ' chu cà mo '"
0,"Phạm Văn Lộc chán idol quá"
0,"Ngày bòi nào chả húc nhau ngoài ấy :v"
0,"Huhu fan cứng đm 😥😥 mừng vcl"
0,"Nhật Nam áo đỏ chứng tỏ iu anh :v"
0,"Vi la ng bac nen chuyen nay la binh thuong"
0,"Đập đá ít thôi thầy"
0,"Bế nó luôn đi mấy anh zai"
0,"Hay quá cô hiếu ơi 😍😍😍"
0,"Có hôn chị Cho em với"
0,"Chào abe"
0,"Cho hỏi ông nào là g-dragon vậy"
0,"- link coi -_-"
0,"Ấn tượng nhất là quả răng của cụ Dần"
0,"chủ tiệm bánh mì vs đầm tôm anh ạ"
0,"Ai bt cách khắc phục lỗi mạng ko chứ 4g wifi cũng đứng quài"
0,"Kinh tế Mỹ bây giờ không còn như xưa nữa đâu . Việt kiều giờ xài tiền căn bản rồi ..."
0,"Khả năng khoá quần bị hỏng :)))"
0,"Chú nói bậy ...hi sinh hên mình"
0,"Già ba toang rồi ông giáo ạ"
0,"E thích cây bút của chị :))"
0,"Ai k đc điểm danh phát"
0,"Nguyễn Khánh Chưa có tiền lo cho con nhà ng ta thì k lên có ny"
0,"Đm dự đoán chứ đã kết luận đâu. Kích động vl."
0,"Tú là con đĩ của aBe hãy gọi aBe là Daddy điiiiii"
0,"Mạnh Hoài ngoài chú ra ko ai hiểu tui 😤😤"
0,"Nếu ông lỗ dẹp"
0,"linh hun dữ tính nào tật nấy"
0,"T hả dạ ghê á :))))"
0,"oke chú độ ơi"
0,"Đặng Trà có vài trang giả có y sì cái codesite như của garena mà"
0,"nghe xong thấy kicm là producer cho Jack thấy hợp hơn:))"
0,"OK thầy iu"
0,"Tăng lương cho edit abe ơi :))))"
0,"Hương Him cùng cảnh ngộ Phùng Khắc Hoàng Linh"
0,"Quỳnh Anh hợp lý làm chén"
